Entity,Year,Occurences,Disorder
2070,Germany,1990,0.750315,Bipolar
2071,Germany,1991,0.750007,Bipolar
2072,Germany,1992,0.74974173,Bipolar
2073,Germany,1993,0.74956155,Bipolar
2074,Germany,1994,0.7494532,Bipolar
2075,Germany,1995,0.7494107,Bipolar
2076,Germany,1996,0.74941826,Bipolar
2077,Germany,1997,0.7494491,Bipolar
2078,Germany,1998,0.7494874,Bipolar
2079,Germany,1999,0.74952275,Bipolar
2080,Germany,2000,0.7495678,Bipolar
2081,Germany,2001,0.7497514,Bipolar
2082,Germany,2002,0.7501332,Bipolar
2083,Germany,2003,0.7505901,Bipolar
2084,Germany,2004,0.75097585,Bipolar
2085,Germany,2005,0.7511564,Bipolar
2086,Germany,2006,0.7511804,Bipolar
2087,Germany,2007,0.75120103,Bipolar
2088,Germany,2008,0.7512228,Bipolar
2089,Germany,2009,0.7512634,Bipolar
2090,Germany,2010,0.7513417,Bipolar
2091,Germany,2011,0.7512708,Bipolar
2092,Germany,2012,0.7508645,Bipolar
2093,Germany,2013,0.750218,Bipolar
2094,Germany,2014,0.7494602,Bipolar
2095,Germany,2015,0.74880296,Bipolar
2096,Germany,2016,0.74828607,Bipolar
2097,Germany,2017,0.7477406,Bipolar
2098,Germany,2018,0.74727356,Bipolar
2099,Germany,2019,0.7469019,Bipolar
3150,Lithuania,1990,0.5218884,Bipolar
3151,Lithuania,1991,0.52188575,Bipolar
3152,Lithuania,1992,0.5218929,Bipolar
3153,Lithuania,1993,0.5219124,Bipolar
3154,Lithuania,1994,0.5219418,Bipolar
3155,Lithuania,1995,0.5219698,Bipolar
3156,Lithuania,1996,0.5219823,Bipolar
3157,Lithuania,1997,0.5219765,Bipolar
3158,Lithuania,1998,0.52196103,Bipolar
3159,Lithuania,1999,0.52193815,Bipolar
3160,Lithuania,2000,0.5219108,Bipolar
3161,Lithuania,2001,0.5218792,Bipolar
3162,Lithuania,2002,0.5218408,Bipolar
3163,Lithuania,2003,0.5217998,Bipolar
3164,Lithuania,2004,0.52176094,Bipolar
3165,Lithuania,2005,0.52173275,Bipolar
3166,Lithuania,2006,0.521712,Bipolar
3167,Lithuania,2007,0.52169716,Bipolar
3168,Lithuania,2008,0.52168334,Bipolar
3169,Lithuania,2009,0.52166003,Bipolar
3170,Lithuania,2010,0.5216339,Bipolar
3171,Lithuania,2011,0.52160174,Bipolar
3172,Lithuania,2012,0.52156067,Bipolar
3173,Lithuania,2013,0.5215126,Bipolar
3174,Lithuania,2014,0.52145857,Bipolar
3175,Lithuania,2015,0.52140284,Bipolar
3176,Lithuania,2016,0.52134776,Bipolar
3177,Lithuania,2017,0.5212882,Bipolar
3178,Lithuania,2018,0.5212202,Bipolar
3179,Lithuania,2019,0.5211538,Bipolar
4470,Poland,1990,0.5513604,Bipolar
4471,Poland,1991,0.5513702,Bipolar
4472,Poland,1992,0.55138046,Bipolar
4473,Poland,1993,0.5513822,Bipolar
4474,Poland,1994,0.551375,Bipolar
4475,Poland,1995,0.5513657,Bipolar
4476,Poland,1996,0.55135626,Bipolar
4477,Poland,1997,0.55134225,Bipolar
4478,Poland,1998,0.5513267,Bipolar
4479,Poland,1999,0.5513092,Bipolar
4480,Poland,2000,0.55128634,Bipolar
4481,Poland,2001,0.55125815,Bipolar
4482,Poland,2002,0.5512276,Bipolar
4483,Poland,2003,0.55119705,Bipolar
4484,Poland,2004,0.5511684,Bipolar
4485,Poland,2005,0.5511421,Bipolar
4486,Poland,2006,0.5511161,Bipolar
4487,Poland,2007,0.5510904,Bipolar
4488,Poland,2008,0.5510637,Bipolar
4489,Poland,2009,0.5510328,Bipolar
4490,Poland,2010,0.55099785,Bipolar
4491,Poland,2011,0.55096006,Bipolar
4492,Poland,2012,0.5509217,Bipolar
4493,Poland,2013,0.55088454,Bipolar
4494,Poland,2014,0.55084735,Bipolar
4495,Poland,2015,0.5508126,Bipolar
4496,Poland,2016,0.5507802,Bipolar
4497,Poland,2017,0.550749,Bipolar
4498,Poland,2018,0.55071974,Bipolar
4499,Poland,2019,0.5506919,Bipolar
4620,Russia,1990,0.5139285,Bipolar
4621,Russia,1991,0.51388174,Bipolar
4622,Russia,1992,0.51384306,Bipolar
4623,Russia,1993,0.51385534,Bipolar
4624,Russia,1994,0.51390046,Bipolar
4625,Russia,1995,0.51395357,Bipolar
4626,Russia,1996,0.51398164,Bipolar
4627,Russia,1997,0.5139812,Bipolar
4628,Russia,1998,0.5139921,Bipolar
4629,Russia,1999,0.5140139,Bipolar
4630,Russia,2000,0.5140496,Bipolar
4631,Russia,2001,0.5140805,Bipolar
4632,Russia,2002,0.514101,Bipolar
4633,Russia,2003,0.5141444,Bipolar
4634,Russia,2004,0.5141915,Bipolar
4635,Russia,2005,0.5142374,Bipolar
4636,Russia,2006,0.5142662,Bipolar
4637,Russia,2007,0.5142661,Bipolar
4638,Russia,2008,0.51427823,Bipolar
4639,Russia,2009,0.5142891,Bipolar
4640,Russia,2010,0.51429087,Bipolar
4641,Russia,2011,0.51427937,Bipolar
4642,Russia,2012,0.51424986,Bipolar
4643,Russia,2013,0.51423055,Bipolar
4644,Russia,2014,0.5142143,Bipolar
4645,Russia,2015,0.51419336,Bipolar
4646,Russia,2016,0.51416504,Bipolar
4647,Russia,2017,0.5141259,Bipolar
4648,Russia,2018,0.51409256,Bipolar
4649,Russia,2019,0.51406276,Bipolar
5040,Slovakia,1990,0.54316795,Bipolar
5041,Slovakia,1991,0.5431874,Bipolar
5042,Slovakia,1992,0.5432015,Bipolar
5043,Slovakia,1993,0.5432103,Bipolar
5044,Slovakia,1994,0.54321116,Bipolar
5045,Slovakia,1995,0.5432053,Bipolar
5046,Slovakia,1996,0.5431936,Bipolar
5047,Slovakia,1997,0.5431766,Bipolar
5048,Slovakia,1998,0.5431605,Bipolar
5049,Slovakia,1999,0.54314476,Bipolar
5050,Slovakia,2000,0.5431237,Bipolar
5051,Slovakia,2001,0.5430953,Bipolar
5052,Slovakia,2002,0.54306203,Bipolar
5053,Slovakia,2003,0.54302776,Bipolar
5054,Slovakia,2004,0.54298854,Bipolar
5055,Slovakia,2005,0.54294574,Bipolar
5056,Slovakia,2006,0.5429009,Bipolar
5057,Slovakia,2007,0.5428536,Bipolar
5058,Slovakia,2008,0.542808,Bipolar
5059,Slovakia,2009,0.5427626,Bipolar
5060,Slovakia,2010,0.54271483,Bipolar
5061,Slovakia,2011,0.5426656,Bipolar
5062,Slovakia,2012,0.54261553,Bipolar
5063,Slovakia,2013,0.54256624,Bipolar
5064,Slovakia,2014,0.542519,Bipolar
5065,Slovakia,2015,0.5424747,Bipolar
5066,Slovakia,2016,0.54242957,Bipolar
5067,Slovakia,2017,0.5423847,Bipolar
5068,Slovakia,2018,0.5423434,Bipolar
5069,Slovakia,2019,0.54230446,Bipolar
5850,Ukraine,1990,0.5217524,Bipolar
5851,Ukraine,1991,0.52168155,Bipolar
5852,Ukraine,1992,0.52162576,Bipolar
5853,Ukraine,1993,0.52158684,Bipolar
5854,Ukraine,1994,0.52155566,Bipolar
5855,Ukraine,1995,0.52154136,Bipolar
5856,Ukraine,1996,0.521536,Bipolar
5857,Ukraine,1997,0.5215291,Bipolar
5858,Ukraine,1998,0.52152175,Bipolar
5859,Ukraine,1999,0.521512,Bipolar
5860,Ukraine,2000,0.5215153,Bipolar
5861,Ukraine,2001,0.5215194,Bipolar
5862,Ukraine,2002,0.5215242,Bipolar
5863,Ukraine,2003,0.5215347,Bipolar
5864,Ukraine,2004,0.52154255,Bipolar
5865,Ukraine,2005,0.5215573,Bipolar
5866,Ukraine,2006,0.5215627,Bipolar
5867,Ukraine,2007,0.5215657,Bipolar
5868,Ukraine,2008,0.52157444,Bipolar
5869,Ukraine,2009,0.5215634,Bipolar
5870,Ukraine,2010,0.5215375,Bipolar
5871,Ukraine,2011,0.5214986,Bipolar
5872,Ukraine,2012,0.5214586,Bipolar
5873,Ukraine,2013,0.52142155,Bipolar
5874,Ukraine,2014,0.5213799,Bipolar
5875,Ukraine,2015,0.52136177,Bipolar
5876,Ukraine,2016,0.5213581,Bipolar
5877,Ukraine,2017,0.5213512,Bipolar
5878,Ukraine,2018,0.5213445,Bipolar
5879,Ukraine,2019,0.5213342,Bipolar
480,Belarus,1990,0.110925175,Eating
481,Belarus,1991,0.109483406,Eating
482,Belarus,1992,0.107908435,Eating
483,Belarus,1993,0.106690764,Eating
484,Belarus,1994,0.10523516,Eating
485,Belarus,1995,0.10373212,Eating
486,Belarus,1996,0.1025335,Eating
487,Belarus,1997,0.101254396,Eating
488,Belarus,1998,0.1002217,Eating
489,Belarus,1999,0.099186875,Eating
490,Belarus,2000,0.09925466,Eating
491,Belarus,2001,0.099894375,Eating
492,Belarus,2002,0.10093053,Eating
493,Belarus,2003,0.102895,Eating
494,Belarus,2004,0.10501632,Eating
495,Belarus,2005,0.106956296,Eating
496,Belarus,2006,0.109090164,Eating
497,Belarus,2007,0.11159433,Eating
498,Belarus,2008,0.11437235,Eating
499,Belarus,2009,0.11702941,Eating
500,Belarus,2010,0.11944295,Eating
501,Belarus,2011,0.12181314,Eating
502,Belarus,2012,0.12428703,Eating
503,Belarus,2013,0.12694465,Eating
504,Belarus,2014,0.12941444,Eating
505,Belarus,2015,0.13096942,Eating
506,Belarus,2016,0.1318798,Eating
507,Belarus,2017,0.13296206,Eating
508,Belarus,2018,0.13347198,Eating
509,Belarus,2019,0.1341819,Eating
1410,Czechia,1990,0.16470276,Eating
1411,Czechia,1991,0.16391762,Eating
1412,Czechia,1992,0.16335864,Eating
1413,Czechia,1993,0.16265872,Eating
1414,Czechia,1994,0.16245836,Eating
1415,Czechia,1995,0.16238146,Eating
1416,Czechia,1996,0.16273288,Eating
1417,Czechia,1997,0.16290033,Eating
1418,Czechia,1998,0.1633383,Eating
1419,Czechia,1999,0.16408597,Eating
1420,Czechia,2000,0.16465355,Eating
1421,Czechia,2001,0.16572386,Eating
1422,Czechia,2002,0.16692717,Eating
1423,Czechia,2003,0.16895504,Eating
1424,Czechia,2004,0.17094596,Eating
1425,Czechia,2005,0.17273149,Eating
1426,Czechia,2006,0.17460564,Eating
1427,Czechia,2007,0.1769462,Eating
1428,Czechia,2008,0.17907904,Eating
1429,Czechia,2009,0.18075189,Eating
1430,Czechia,2010,0.18253829,Eating
1431,Czechia,2011,0.18335786,Eating
1432,Czechia,2012,0.18419945,Eating
1433,Czechia,2013,0.1849567,Eating
1434,Czechia,2014,0.18563884,Eating
1435,Czechia,2015,0.18666612,Eating
1436,Czechia,2016,0.18728484,Eating
1437,Czechia,2017,0.18837492,Eating
1438,Czechia,2018,0.18993388,Eating
1439,Czechia,2019,0.19224705,Eating
2070,Germany,1990,0.37825215,Eating
2071,Germany,1991,0.38182774,Eating
2072,Germany,1992,0.38432565,Eating
2073,Germany,1993,0.3873852,Eating
2074,Germany,1994,0.38918835,Eating
2075,Germany,1995,0.39057308,Eating
2076,Germany,1996,0.3921777,Eating
2077,Germany,1997,0.39218703,Eating
2078,Germany,1998,0.39156723,Eating
2079,Germany,1999,0.39153993,Eating
2080,Germany,2000,0.3918454,Eating
2081,Germany,2001,0.3935821,Eating
2082,Germany,2002,0.3963269,Eating
2083,Germany,2003,0.3993696,Eating
2084,Germany,2004,0.40170497,Eating
2085,Germany,2005,0.40381622,Eating
2086,Germany,2006,0.40503523,Eating
2087,Germany,2007,0.40610555,Eating
2088,Germany,2008,0.4074173,Eating
2089,Germany,2009,0.40787047,Eating
2090,Germany,2010,0.40967724,Eating
2091,Germany,2011,0.41205332,Eating
2092,Germany,2012,0.41420493,Eating
2093,Germany,2013,0.41666567,Eating
2094,Germany,2014,0.41812757,Eating
2095,Germany,2015,0.420048,Eating
2096,Germany,2016,0.4225094,Eating
2097,Germany,2017,0.42384422,Eating
2098,Germany,2018,0.42474633,Eating
2099,Germany,2019,0.42561316,Eating
3150,Lithuania,1990,0.14434178,Eating
3151,Lithuania,1991,0.14112072,Eating
3152,Lithuania,1992,0.13814504,Eating
3153,Lithuania,1993,0.13555187,Eating
3154,Lithuania,1994,0.13333805,Eating
3155,Lithuania,1995,0.13191152,Eating
3156,Lithuania,1996,0.13098246,Eating
3157,Lithuania,1997,0.12969394,Eating
3158,Lithuania,1998,0.12892629,Eating
3159,Lithuania,1999,0.12810291,Eating
3160,Lithuania,2000,0.12771684,Eating
3161,Lithuania,2001,0.12874645,Eating
3162,Lithuania,2002,0.13103618,Eating
3163,Lithuania,2003,0.1340205,Eating
3164,Lithuania,2004,0.13711841,Eating
3165,Lithuania,2005,0.14002788,Eating
3166,Lithuania,2006,0.142414,Eating
3167,Lithuania,2007,0.14491266,Eating
3168,Lithuania,2008,0.14785065,Eating
3169,Lithuania,2009,0.15004717,Eating
3170,Lithuania,2010,0.1523658,Eating
3171,Lithuania,2011,0.15512528,Eating
3172,Lithuania,2012,0.15736163,Eating
3173,Lithuania,2013,0.15999764,Eating
3174,Lithuania,2014,0.16214956,Eating
3175,Lithuania,2015,0.16478589,Eating
3176,Lithuania,2016,0.16749556,Eating
3177,Lithuania,2017,0.16993928,Eating
3178,Lithuania,2018,0.17151488,Eating
3179,Lithuania,2019,0.17335068,Eating
4470,Poland,1990,0.13007233,Eating
4471,Poland,1991,0.1296061,Eating
4472,Poland,1992,0.129463,Eating
4473,Poland,1993,0.12948725,Eating
4474,Poland,1994,0.12982336,Eating
4475,Poland,1995,0.13015993,Eating
4476,Poland,1996,0.13103867,Eating
4477,Poland,1997,0.13259983,Eating
4478,Poland,1998,0.13466376,Eating
4479,Poland,1999,0.13696864,Eating
4480,Poland,2000,0.13907082,Eating
4481,Poland,2001,0.14118288,Eating
4482,Poland,2002,0.14346926,Eating
4483,Poland,2003,0.14587799,Eating
4484,Poland,2004,0.14830156,Eating
4485,Poland,2005,0.15085414,Eating
4486,Poland,2006,0.15366651,Eating
4487,Poland,2007,0.15659137,Eating
4488,Poland,2008,0.15968096,Eating
4489,Poland,2009,0.16253358,Eating
4490,Poland,2010,0.16522764,Eating
4491,Poland,2011,0.16778192,Eating
4492,Poland,2012,0.17050603,Eating
4493,Poland,2013,0.1731666,Eating
4494,Poland,2014,0.17553602,Eating
4495,Poland,2015,0.17776369,Eating
4496,Poland,2016,0.18004344,Eating
4497,Poland,2017,0.18200578,Eating
4498,Poland,2018,0.18387282,Eating
4499,Poland,2019,0.18609495,Eating
4620,Russia,1990,0.15237215,Eating
4621,Russia,1991,0.1501109,Eating
4622,Russia,1992,0.14774783,Eating
4623,Russia,1993,0.1452625,Eating
4624,Russia,1994,0.14294368,Eating
4625,Russia,1995,0.14048198,Eating
4626,Russia,1996,0.13750836,Eating
4627,Russia,1997,0.13394268,Eating
4628,Russia,1998,0.13069005,Eating
4629,Russia,1999,0.12819597,Eating
4630,Russia,2000,0.12728167,Eating
4631,Russia,2001,0.12772863,Eating
4632,Russia,2002,0.12883452,Eating
4633,Russia,2003,0.13043448,Eating
4634,Russia,2004,0.1321789,Eating
4635,Russia,2005,0.13393264,Eating
4636,Russia,2006,0.13595243,Eating
4637,Russia,2007,0.13857396,Eating
4638,Russia,2008,0.14136605,Eating
4639,Russia,2009,0.14415579,Eating
4640,Russia,2010,0.14660911,Eating
4641,Russia,2011,0.14887266,Eating
4642,Russia,2012,0.15121071,Eating
4643,Russia,2013,0.15350844,Eating
4644,Russia,2014,0.15558718,Eating
4645,Russia,2015,0.15740685,Eating
4646,Russia,2016,0.15927324,Eating
4647,Russia,2017,0.16057414,Eating
4648,Russia,2018,0.16121347,Eating
4649,Russia,2019,0.16156821,Eating
5040,Slovakia,1990,0.14707577,Eating
5041,Slovakia,1991,0.14494403,Eating
5042,Slovakia,1992,0.14351402,Eating
5043,Slovakia,1993,0.14205824,Eating
5044,Slovakia,1994,0.14122628,Eating
5045,Slovakia,1995,0.14076175,Eating
5046,Slovakia,1996,0.1409816,Eating
5047,Slovakia,1997,0.14166246,Eating
5048,Slovakia,1998,0.14222874,Eating
5049,Slovakia,1999,0.14258887,Eating
5050,Slovakia,2000,0.14348006,Eating
5051,Slovakia,2001,0.14446281,Eating
5052,Slovakia,2002,0.14591862,Eating
5053,Slovakia,2003,0.14741059,Eating
5054,Slovakia,2004,0.14925972,Eating
5055,Slovakia,2005,0.15122125,Eating
5056,Slovakia,2006,0.15345936,Eating
5057,Slovakia,2007,0.1560524,Eating
5058,Slovakia,2008,0.15914044,Eating
5059,Slovakia,2009,0.1620102,Eating
5060,Slovakia,2010,0.16429439,Eating
5061,Slovakia,2011,0.16675645,Eating
5062,Slovakia,2012,0.16867748,Eating
5063,Slovakia,2013,0.17076997,Eating
5064,Slovakia,2014,0.17259449,Eating
5065,Slovakia,2015,0.17460677,Eating
5066,Slovakia,2016,0.17710134,Eating
5067,Slovakia,2017,0.17899124,Eating
5068,Slovakia,2018,0.1810499,Eating
5069,Slovakia,2019,0.18270175,Eating
5850,Ukraine,1990,0.13016663,Eating
5851,Ukraine,1991,0.12800972,Eating
5852,Ukraine,1992,0.12563737,Eating
5853,Ukraine,1993,0.12302267,Eating
5854,Ukraine,1994,0.120182596,Eating
5855,Ukraine,1995,0.11754974,Eating
5856,Ukraine,1996,0.11404076,Eating
5857,Ukraine,1997,0.10979703,Eating
5858,Ukraine,1998,0.1057233,Eating
5859,Ukraine,1999,0.102559105,Eating
5860,Ukraine,2000,0.10122647,Eating
5861,Ukraine,2001,0.10167394,Eating
5862,Ukraine,2002,0.102477804,Eating
5863,Ukraine,2003,0.1031663,Eating
5864,Ukraine,2004,0.1045638,Eating
5865,Ukraine,2005,0.105426505,Eating
5866,Ukraine,2006,0.1069271,Eating
5867,Ukraine,2007,0.109056376,Eating
5868,Ukraine,2008,0.11132718,Eating
5869,Ukraine,2009,0.113309406,Eating
5870,Ukraine,2010,0.114740774,Eating
5871,Ukraine,2011,0.11587107,Eating
5872,Ukraine,2012,0.116908,Eating
5873,Ukraine,2013,0.118037246,Eating
5874,Ukraine,2014,0.118681595,Eating
5875,Ukraine,2015,0.11927555,Eating
5876,Ukraine,2016,0.12092872,Eating
5877,Ukraine,2017,0.12112826,Eating
5878,Ukraine,2018,0.12156914,Eating
5879,Ukraine,2019,0.121123455,Eating
